EDCS-ID,publication,province,place,inscription,inscription_conservative_cleaning,inscription_interpretive_cleaning,inscr_type,status_notation,inscr_process,clean_text_conservative,clean_text_interpretive_word,status,material,partner_link,dating_from,dating_to,date_not_before,date_not_after,latitude,longitude,photo,raw_dating,language,comment,extra_text,extra_html
EDCS-17200188,"CIL 06, 00086 (p 3755, 4107) = D 04254 = CIMRM-01, 00336",Roma,Roma,Deo Caute / Flavius Antistianus / v(ir) e(gregius) de decem primis / pater patrum,Deo Caute Flavius Antistianus v e de decem primis pater patrum,Deo Caute Flavius Antistianus vir egregius de decem primis pater patrum,tituli sacri,"['ordo equester', 'sacerdotes pagani', 'tria nomina', 'viri']",{},Deo Caute Flavius Antistianus v e de decem primis pater patrum,Deo Caute Flavius Antistianus vir egregius de decem primis pater patrum,ordo equester;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N161222;de-b0161,151.0,400.0,151.0,400.0,41.8933203,12.4829321,,151 to 400,,,,
EDCS-07800429,"CIL 07, 00061 = RIB-01, 00187",Britannia,West Coker,Deo Marti / Rigisamo / Iu(v)entius / Sabinus / v(otum) s(olvit) l(ibens) l(aetus) m(erito),Deo Marti Rigisamo Iuentius Sabinus v s l l m,Deo Marti Rigisamo Iuventius Sabinus votum solvit libens laetus merito,tituli sacri,"['tria nomina', 'viri']",{},Deo Marti Rigisamo Iuentius Sabinus v s l l m,Deo Marti Rigisamo Iuventius Sabinus votum solvit libens laetus merito,tituli sacri;  tria nomina;  viri,aes,http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0045741;cil07_p28;R187;HD069501;bu_RIB%26bibl_volume=1%26bibl_subvolume=%26bibl_insc=187,43.0,410.0,43.0,410.0,50.9192175,-2.6869384,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=SCH0000193;SCH0000194,43 to 410,,,,
EDCS-07800982,"RIB-01, 00691",Britannia,York / Eboracum,D(is) M(anibus) / U[l]piae Felicissimae / q[u]ae vixit annis(!) / X[X]III menses XI dies / [6] / p[osueru]nt Ulpius Felix et / [3] Andronica / [paren]tes,D M U piae Felicissimae q ae vixit annis X III menses XI dies p nt Ulpius Felix et Andronica tes,Dis Manibus Ulpiae Felicissimae quae vixit annis XXIII menses XI dies posuerunt Ulpius Felix et Andronica parentes,tituli sepulcrales,"['mulieres', 'tria nomina', 'viri']",{},D M U piae Felicissimae q ae vixit annis X III menses XI dies p nt Ulpius Felix et Andronica tes,Dis Manibus Ulpiae Felicissimae quae vixit annis XXIII menses XI dies posuerunt Ulpius Felix et Andronica parentes,mulieres;  tituli sepulcrales;  tria nomina;  viri,plumbum,http://db.edcs.eu/epigr/partner.php?s_language=en&param=R691;HD069953,71.0,410.0,71.0,410.0,53.9590555,-1.0815361,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$RIB_01_00691.jpg,71 to 410,,cinerarium,,
EDCS-15100098,"Zarker 00013 = AE 1939, +00007 = AE 1939, 00169 = AE 1941, 00093 = AE 1948, 00085 = AE 1948, 00135 = AE 1949, +00145",Transpadana / Regio XI,Angera / Angleria / Mediolanum,Acas[tus Aco] // In circo palma semper et laurus viret / ne desit / unquam praemium victoribus,Acas In circo palma semper et laurus viret ne desit unquam praemium victoribus,Acastus Aco In circo palma semper et laurus viret ne desit unquam praemium victoribus,{},{},{},Acas In circo palma semper et laurus viret ne desit unquam praemium victoribus,Acastus Aco In circo palma semper et laurus viret ne desit unquam praemium victoribus,,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N073476;HD021333;1ae1939-08;1ae1939-58;1ae1939-59;1ae1941-30;1ae1941-31;1ae1948-34;1ae1948-53;1ae1949-47,1.0,500.0,1.0,500.0,45.7721876,8.5751222,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1939_00169.jpg,1 to 500,,,,
EDCS-25601160,"CIL 08, 09980 = ILCV 02865a",Mauretania Caesariensis,Lalla Maghnia / Numerus Syrorum,D(is) M(anibus) s(acrum) / Iulia Se/cunda qui(!) / vixit anni/s plus min/us XC disces/sit Idus Iun(ias) / an(no) {p} p(rovinciae) C[,D M s Iulia Secunda qui vixit annis plus minus XC discessit Idus Iun an p p C,Dis Manibus sacrum Iulia Secunda qui vixit annis plus minus XC discessit Idus Iunias anno provinciae C,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'tria nomina']",{},D M s Iulia Secunda qui vixit annis plus minus XC discessit Idus Iun an p p C,Dis Manibus sacrum Iulia Secunda qui vixit annis plus minus XC discessit Idus Iunias anno provinciae C,inscriptiones christianae;  mulieres;  tituli sepulcrales;  tria nomina,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=9980,139.0,400.0,139.0,400.0,34.8469034,-1.7389418,,139 to 400,,,,
EDCS-39101769,"ICUR-07, 18497 = ILCV +03047",Roma,Roma,[Tala]ssio Aurelio bene merent[i] / [fili]o bono innocentissimo parent[es] / [fece]runt qui <v=B>ixit annis XLVI et me(n)ses(!) / [d]epos(s)ione Id(ib)us Septe<m=N>bre(s!) / in pace,ssio Aurelio bene merent o bono innocentissimo parent runt qui Bixit annis XLVI et meses eposione Idus SepteNbre in pace,Talassio Aurelio bene merenti filio bono innocentissimo parentes fecerunt qui vixit annis XLVI et menses depossione Idibus Septembres in pace,"['inscriptiones christianae', 'tituli sepulcrales']","['tria nomina', 'viri']",{},ssio Aurelio bene merent o bono innocentissimo parent runt qui Bixit annis XLVI et meses eposione Idus SepteNbre in pace,Talassio Aurelio bene merenti filio bono innocentissimo parentes fecerunt qui vixit annis XLVI et menses depossione Idibus Septembres in pace,inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J28980;047;bu_ICUR%26bibl_volume=7%26bibl_subvolume=%26bibl_insc=18497,301.0,400.0,301.0,400.0,41.8933203,12.4829321,,301 to 400,,,,
EDCS-38100823,"ICUR-02, 05995",Roma,Roma,[3 vixit] ann(os) XII men[s(e)s 3] / [3 Cl(audio) Antonio et] Fl(avio) Syagrio v[v(iris) cc(larissimis) cons(ulibu)s] / [3 vixit a]nn(os) XI mens(e)s I[3] / [3 FFll(avis) Saturnino et] Merobaude c[ons(ulibus),ann XII men Fl Syagrio v nn XI menss I Merobaude cons,vixit annos XII menses Claudio Antonio et Flavio Syagrio vviris cclarissimis consulibus vixit annos XI menses I FFllavis Saturnino et Merobaude consulibus,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},ann XII men Fl Syagrio v nn XI menss I Merobaude cons,vixit annos XII menses Claudio Antonio et Flavio Syagrio vviris cclarissimis consulibus vixit annos XI menses I FFllavis Saturnino et Merobaude consulibus,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J20813,376.0,400.0,376.0,400.0,41.8933203,12.4829321,,376 to 400,,,,
EDCS-30600408,"ICUR-10, 26784 (p 245)",Roma,Roma,Peregrina F[i]leroti co(n)iu/gi qui vixit me[cum] an(n)is XIII dulcis/simo ben[e me]renti,Peregrina F leroti coiugi qui vixit me anis XIII dulcissimo ben renti,Peregrina Fileroti coniugi qui vixit mecum annis XIII dulcissimo bene merenti,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},Peregrina F leroti coiugi qui vixit me anis XIII dulcissimo ben renti,Peregrina Fileroti coniugi qui vixit mecum annis XIII dulcissimo bene merenti,inscriptiones christianae;  mulieres;  nomen singulare;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J6755,351.0,400.0,351.0,400.0,41.8933203,12.4829321,,351 to 400,,,,
EDCS-36901807,"ICUR-04, 10922 = ILCV 04239 = Louvre 00848",Roma,Roma,Iubena<t=I>i Trigris marito in pace qui <v=B>ixit an(nos) XXIIII / m(enses) duo d(e)p(ositus) in pace XI Kal(endas) No<v=B>(embres) qu<i=E> fecit cum uxore{m} an(num) I m(enses) VII,IubenaIi Trigris marito in pace qui Bixit an XXIIII m duo dp in pace XI Kal NoB quE fecit cum uxorem an I m VII,Iubenati Trigris marito in pace qui vixit annos XXIIII menses duo depositus in pace XI Kalendas Novembres qui fecit cum uxore annum I menses VII,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},IubenaIi Trigris marito in pace qui Bixit an XXIIII m duo dp in pace XI Kal NoB quE fecit cum uxorem an I m VII,Iubenati Trigris marito in pace qui vixit annos XXIIII menses duo depositus in pace XI Kalendas Novembres qui fecit cum uxore annum I menses VII,inscriptiones christianae;  mulieres;  nomen singulare;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J39251;bu_ILCV%26bibl_volume=%26bibl_subvolume=%26bibl_insc=4239,301.0,400.0,301.0,400.0,41.8933203,12.4829321,,301 to 400,,,,
EDCS-38700700,"ICUR-01, 01157 = ILCV 02991a (em)",Roma,Roma,Minuciae Felicissim(a)e nepo[ti] / Abiae suae bene mere(n)ti qu(a)e <v=B>i[xit] / ann(os) LXXVI de(posita) VIII Kal(endas) Aug(ustas) in pa[ce],Minuciae Felicissime nepo Abiae suae bene mereti que Bi ann LXXVI de VIII Kal Aug in pa,Minuciae Felicissimae nepoti Abiae suae bene merenti quae vixit annos LXXVI deposita VIII Kalendas Augustas in pace,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'tria nomina']",{},Minuciae Felicissime nepo Abiae suae bene mereti que Bi ann LXXVI de VIII Kal Aug in pa,Minuciae Felicissimae nepoti Abiae suae bene merenti quae vixit annos LXXVI deposita VIII Kalendas Augustas in pace,inscriptiones christianae;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J30101;bu_ILCV%26bibl_volume=%26bibl_subvolume=%26bibl_insc=2991a,301.0,400.0,301.0,400.0,41.8933203,12.4829321,,301 to 400,,,,
EDCS-25401770,"ICUR-02, 05099",Roma,Roma,] / [3]ΝΑ[3] / [ἔτη ε](ἴ)κοσι ἐβίω[σεν 3] / [3] πλέον ἀλλ[3] / [3] πηνήτηι [3] / [3] ὑπατίᾳ τοῦ [δεσπότου ἡμῶν 3] / [3] ςʹ πρὸ γʹ [3],ΝΑ κοσι ἐβίω πλέον ἀλλ πηνήτηι ὑπατίᾳ τοῦ ςʹ πρὸ γʹ,ΝΑ ἔτη εἴκοσι ἐβίωσεν πλέον ἀλλ πηνήτηι ὑπατίᾳ τοῦ δεσπότου ἡμῶν ςʹ πρὸ γʹ,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},ΝΑ κοσι ἐβίω πλέον ἀλλ πηνήτηι ὑπατίᾳ τοῦ ςʹ πρὸ γʹ,ΝΑ ἔτη εἴκοσι ἐβίωσεν πλέον ἀλλ πηνήτηι ὑπατίᾳ τοῦ δεσπότου ἡμῶν ςʹ πρὸ γʹ,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J10865,401.0,450.0,401.0,450.0,41.8933203,12.4829321,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ICUR_02_05099.jpg,401 to 450,,,,
EDCS-73400051,"FITrier-2018, 00060",Belgica,Trier / Augusta Treverorum,[3 inno]cens Me/[3]utelia con/[iux(?) 3 pro ca]ritate / [titulum pos]uit in / [Christ]o(?),cens Me utelia con ritate uit in o,innocens Me utelia coniux pro caritate titulum posuit in Christo,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'viri']",{},cens Me utelia con ritate uit in o,innocens Me utelia coniux pro caritate titulum posuit in Christo,inscriptiones christianae;  mulieres;  tituli operum;  tituli sepulcrales;  viri,,,401.0,450.0,401.0,450.0,49.7596208,6.6441878,,401 to 450,,,,
EDCS-32900356,"ICUR-06, 17170",Roma,Roma,Rusticio et Fl(avia) Feliciane parent(es) Vincentio filio karissimo / vixit ann(is) XVII me(n)s(ibus) II dieb(us) VIII fec(erunt) in p(ace) d(e)p(ositus) IIII Non(as) Sept(embres),Rusticio et Fl Feliciane parent Vincentio filio karissimo vixit ann XVII mes II dieb VIII fec in p dp IIII Non Sept,Rusticio et Flavia Feliciane parentes Vincentio filio karissimo vixit annis XVII mensibus II diebus VIII fecerunt in pace depositus IIII Nonas Septembres,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'tria nomina', 'viri']",{},Rusticio et Fl Feliciane parent Vincentio filio karissimo vixit ann XVII mes II dieb VIII fec in p dp IIII Non Sept,Rusticio et Flavia Feliciane parentes Vincentio filio karissimo vixit annis XVII mensibus II diebus VIII fecerunt in pace depositus IIII Nonas Septembres,inscriptiones christianae;  mulieres;  tituli sepulcrales;  tria nomina;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J14853,301.0,500.0,301.0,500.0,41.8933203,12.4829321,,301 to 500,,,,
EDCS-03400567,"CIL 02-14, 02166 = ICERV 00208 = RIT 01008 = CLEHisp 00127 = PELCatalans-T, 00004 = HEp 1989, 00598 = HEp 2002, 00395",Hispania citerior,Tarragona / Tarraco / Terraco,](?) / d[u]lcis et c[arus(?)] / sanctoru[m se]/de quiesces an/nis duobus men/s(i)um q(u)attuor / sic meruere tui(!),d lcis et c sanctoru de quiesces annis duobus mensum qattuor sic meruere tui,dulcis et carus sanctorum sede quiesces annis duobus mensium quattuor sic meruere tui,"['carmina', 'inscriptiones christianae', 'tituli sepulcrales']",{},{},d lcis et c sanctoru de quiesces annis duobus mensum qattuor sic meruere tui,dulcis et carus sanctorum sede quiesces annis duobus mensium quattuor sic meruere tui,carmina;  inscriptiones christianae;  tituli sepulcrales,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A19899;m|appe|655;nc_t4;bu_HEp%26bibl_volume=1989%26bibl_subvolume=%26bibl_insc=598,401.0,500.0,401.0,500.0,41.1172364,1.2546057,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$RIT_01008.jpg;pp,401 to 500,,,,
EDCS-37801473,"CIL 15, 07110a = Tesserae 00006a",Roma,Roma,Salvo d(omino) n(ostro) / Iulio Nepote / p(er)p(etuo) Aug(usto) // Audax v(ir) c(larissimus) / pr(a)efectus / urbi fecit,Salvo d n Iulio Nepote pp Aug Audax v c prefectus urbi fecit,Salvo domino nostro Iulio Nepote perpetuo Augusto Audax vir clarissimus praefectus urbi fecit,{},{},{},Salvo d n Iulio Nepote pp Aug Audax v c prefectus urbi fecit,Salvo domino nostro Iulio Nepote perpetuo Augusto Audax vir clarissimus praefectus urbi fecit,,aes,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N145673,475.0,475.0,475.0,475.0,41.8933203,12.4829321,,475 to 475,,,,
EDCS-09000696,"CIL 02-07, 00654 = ILCV +01436 = IHC 00131 = ICERV 00161",Baetica,Cordoba / Corduba,Porpuria fa/mula Dei vix(it) / ann(os) XXXX / menses VIII reces/sit in pace d(ie) XII / K(a)l(endas) Maias (a)era / DLXIII,Porpuria famula Dei vix ann XXXX menses VIII recessit in pace d XII Kl Maias era DLXIII,Porpuria famula Dei vixit annos XXXX menses VIII recessit in pace die XII Kalendas Maias aera DLXIII,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},Porpuria famula Dei vix ann XXXX menses VIII recessit in pace d XII Kl Maias era DLXIII,Porpuria famula Dei vixit annos XXXX menses VIII recessit in pace die XII Kalendas Maias aera DLXIII,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A4251;HD029264;bu_CIL%26bibl_volume=2%26bibl_subvolume=7%26bibl_insc=654,525.0,525.0,525.0,525.0,37.8847985,-4.7763748,,525 to 525,,,,
EDCS-01000563,"CIL 06, 41420c = CIL 06, 08566 = ICUR-02, 04184 = ILCV 00110 = AE 2018, +00126 = Mossong-2022, 00077",Roma,Roma,Fl(avio) Maximo v(iro) c(larissimo) con[s(ule) 3] / concessum locum Pe[tro(?) v(iro) sp(ectabili) vicario(?) urbis(?)] / Rom(a)e ex tr(i)b(uno) volupt[atum 3] / et coniugi eius Iohan[nae 3 a beatissimo] / papa Hormisda et Transm[undo 3] / praep(o)s(i)t(o) bas(ili)c(ae) beati Petri [apostoli 3],Fl Maximo v c con concessum locum Pe Rome ex trb volupt et coniugi eius Iohan papa Hormisda et Transm praepst basc beati Petri,Flavio Maximo viro clarissimo consule concessum locum Petro viro spectabili vicario urbis Romae ex tribuno voluptatum et coniugi eius Iohannae a beatissimo papa Hormisda et Transmundo praeposito basilicae beati Petri apostoli,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'ordo equester', 'sacerdotes christiani', 'viri']",{},Fl Maximo v c con concessum locum Pe Rome ex trb volupt et coniugi eius Iohan papa Hormisda et Transm praepst basc beati Petri,Flavio Maximo viro clarissimo consule concessum locum Petro viro spectabili vicario urbis Romae ex tribuno voluptatum et coniugi eius Iohannae a beatissimo papa Hormisda et Transmundo praeposito basilicae beati Petri apostoli,inscriptiones christianae;  mulieres;  ordo equester;  sacerdotes christiani;  tituli operum;  tituli sepulcrales;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0035626;J9567;N093648;HD032909;bu_ICUR%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=4184,523.0,523.0,523.0,523.0,41.8933203,12.4829321,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0003976;pp,523 to 523,,,,
EDCS-11500291,"CIL 10, 01361 = CIL 05, *01008,3 = ILCV 03163a",Latium et Campania / Regio I,Nola,Hic requiescit in pace Urbica quae vixit / ann(os) plus minus XVIII deposita sub die [3] / ind(ictione) XV Imp(eratore) d(o)m(ino) Iustino p(er)p(etuo) Aug(usto) ann(o) [II],Hic requiescit in pace Urbica quae vixit ann plus minus XVIII deposita sub die ind XV Imp dm Iustino pp Aug ann,Hic requiescit in pace Urbica quae vixit annos plus minus XVIII deposita sub die indictione XV Imperatore domino Iustino perpetuo Augusto anno II,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},Hic requiescit in pace Urbica quae vixit ann plus minus XVIII deposita sub die ind XV Imp dm Iustino pp Aug ann,Hic requiescit in pace Urbica quae vixit annos plus minus XVIII deposita sub die indictione XV Imperatore domino Iustino perpetuo Augusto anno II,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_fva_p89;N131567;cil10_p154,567.0,567.0,567.0,567.0,40.921114,14.5326977,,567 to 567,,,,
EDCS-08500285,"AE 1983, 00402",Etruria / Regio VII,Scorano / Lucus Feroniae,Hoc est palatiu(m) Minerv(a)e / imperatoris civitati(s?) / Menandre / C() D() VII,Hoc est palatiu Minerve imperatoris civitati Menandre C D VII,Hoc est palatium Minervae imperatoris civitatis Menandre C D VII,{},{},{},Hoc est palatiu Minerve imperatoris civitati Menandre C D VII,Hoc est palatium Minervae imperatoris civitatis Menandre C D VII,,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N079094;HD000473,401.0,600.0,401.0,600.0,42.130914,12.5958082,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp,401 to 600,,,,
EDCS-27100204,"CIL 08, 21795 = ILCV 03670b",Mauretania Caesariensis,Tlemcen / Pomaria,D(is) M(anibus) s(acrum) / in pace / Naila / vix(it) an(n)is / pl(us) minu/s LXXX cui fi/li(i) feceru(nt) / d(o)m(u)m (a)etern/(a)l(e)m a(nno) p(rovinciae) DX,D M s in pace Naila vix anis pl minus LXXX cui fili feceru dmm eternlm a p DX,Dis Manibus sacrum in pace Naila vixit annis plus minus LXXX cui filii fecerunt domum aeternalem anno provinciae DX,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},D M s in pace Naila vix anis pl minus LXXX cui fili feceru dmm eternlm a p DX,Dis Manibus sacrum in pace Naila vixit annis plus minus LXXX cui filii fecerunt domum aeternalem anno provinciae DX,inscriptiones christianae;  mulieres;  nomen singulare;  tituli operum;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0018456;bu_ILCV%26bibl_volume=%26bibl_subvolume=%26bibl_insc=3670b,559.0,559.0,559.0,559.0,34.881789,-1.316699,,559 to 559,,,,
EDCS-08201005,"CIL 09, 00306 = ILCV 00837 (add) = ICI-13, 00046",Apulia et Calabria / Regio II,Bari / Barium,Hoc [tumulo requ]/iescit corpus / Dumnan(a)e filia / Muscati et ma/ter eius Dum/nana q(ui) (h)unc le/gitis orate p(ro) / eis q(ui) (h)unc sepulc/ru(m) ruper(it) CC s(olido)s(?) vi[ribus fisci] / [dabit(?)],Hoc iescit corpus Dumnane filia Muscati et mater eius Dumnana q unc legitis orate p eis q unc sepulcru ruper CC ss vi,Hoc tumulo requiescit corpus Dumnanae filia Muscati et mater eius Dumnana qui hunc legitis orate pro eis qui hunc sepulcrum ruperit CC solidos viribus fisci dabit,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},Hoc iescit corpus Dumnane filia Muscati et mater eius Dumnana q unc legitis orate p eis q unc sepulcru ruper CC ss vi,Hoc tumulo requiescit corpus Dumnanae filia Muscati et mater eius Dumnana qui hunc legitis orate pro eis qui hunc sepulcrum ruperit CC solidos viribus fisci dabit,inscriptiones christianae;  mulieres;  nomen singulare;  tituli operum;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N026578;cil09_p153;bu_ILCV%26bibl_volume=%26bibl_subvolume=%26bibl_insc=837,501.0,700.0,501.0,700.0,41.1260732,16.8624687,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp,501 to 700,,,,
EDCS-31600143,"SFM 00042 = BJ-1954-156,23 = Terrien-2007, p 161",Germania inferior,Pier,]ur hoc t<u=O>m<u=O>l<o=US> requies[cit] / [dom(i)]na {mna} Cheldofrida / [in] pace nomen eius refuls[it et] / [pro]les clara gra<t=C>ia plen[a obiit] / [in pa]ce ann<o=U>s XXXXV et men[s(es) 3] / [recept]a in dei gloriam ant[e eius] / [ma]<i=G>e[s]tates ubi dom[inum] / [san]ct[i] laudare non c[es]/[san]t cuius obitus po[st] / [d]ies XV de Kalenda[s] / [F]ebruarias,ur hoc tOmOl requies na mna Cheldofrida pace nomen eius refuls les clara graCia plen ce annUs XXXXV et men a in dei gloriam ant Ge tates ubi dom ct laudare non c t cuius obitus po ies XV de Kalenda ebruarias,ur hoc tumuloS requiescit domina Cheldofrida in pace nomen eius refulsit et proles clara gratia plena obiit in pace annos XXXXV et menses recepta in dei gloriam ante eius maiestates ubi dominum sancti laudare non cessant cuius obitus post dies XV de Kalendas Februarias,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'nomen singulare']",{},ur hoc tOmOl requies na mna Cheldofrida pace nomen eius refuls les clara graCia plen ce annUs XXXXV et men a in dei gloriam ant Ge tates ubi dom ct laudare non c t cuius obitus po ies XV de Kalenda ebruarias,ur hoc tumuloS requiescit domina Cheldofrida in pace nomen eius refulsit et proles clara gratia plena obiit in pace annos XXXXV et menses recepta in dei gloriam ante eius maiestates ubi dominum sancti laudare non cessant cuius obitus post dies XV de Kalendas Februarias,inscriptiones christianae;  mulieres;  nomen singulare;  tituli operum;  tituli sepulcrales,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD082417,601.0,700.0,601.0,700.0,50.8690869,6.4273838,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$SFM_00042.jpg;$OS_SFM_00042_1.jpg;$OS_SFM_00042_2.jpg,601 to 700,,,,
EDCS-11001293,"CIL 13, 07204 = ILCV 03596 = FIM p 078 = Terrien-2007, p 146",Germania superior,Mainz / Mogontiacum,In h<o=U>{n}c tit<u=O>/lo requi<e=I>scit / bon(a)e memori/(a)e Radelindi/s qui(!) vixit in / pace ann<o=U>/s XXV,In hUnc titOlo requiIscit bone memorie Radelindis qui vixit in pace annUs XXV,In hoc titulo requiescit bonae memoriae Radelindis qui vixit in pace annos XXV,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'nomen singulare']",{},In hUnc titOlo requiIscit bone memorie Radelindis qui vixit in pace annUs XXV,In hoc titulo requiescit bonae memoriae Radelindis qui vixit in pace annos XXV,inscriptiones christianae;  mulieres;  nomen singulare;  tituli operum;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=13%26bibl_subvolume=%26bibl_insc=7204,601.0,700.0,601.0,700.0,50.0012314,8.2762513,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$OS_CIL_13_07204.jpg,601 to 700,,,,
EDCS-03300571,"CIL 02-13, 01302 = HEp 1996, 00062 = AE 1995, 00932",Hispania citerior,"La Camareta, Hellin / Ilunum",]nere n[3] / [3]corrineo [3] / [3]que [3] u[3] dei [3] tenere [3] / [3] emuli [3] / [3]m a[3] / [3] dispesu[3] / [3] mea opresserit iuv[3]n m[3] / [3] timentes illi innocenti[3] vic[3]ris[3] / [3]verun e l[3]uerun emul [3] re[3] / [3]nt [3] / [6] / [6] / [3]crito[3] / [3]tus amen [3] / [3] amen [3] / [3]fe[,nere n corrineo que u dei tenere emuli m a dispesu mea opresserit iuv n m timentes illi innocenti vic ris verun e l uerun emul re nt crito tus amen amen fe,nere n corrineo que u dei tenere emuli m a dispesu mea opresserit iuv n m timentes illi innocenti vic ris verun e l uerun emul re nt crito tus amen amen fe,inscriptiones christianae,viri,{},nere n corrineo que u dei tenere emuli m a dispesu mea opresserit iuv n m timentes illi innocenti vic ris verun e l uerun emul re nt crito tus amen amen fe,nere n corrineo que u dei tenere emuli m a dispesu mea opresserit iuv n m timentes illi innocenti vic ris verun e l uerun emul re nt crito tus amen amen fe,inscriptiones christianae;  viri,rupes,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A15625;HD050775,601.0,700.0,601.0,700.0,38.5106649,-1.6995137,,601 to 700,,,,
