EDCS-ID,publication,province,place,inscription,inscription_conservative_cleaning,inscription_interpretive_cleaning,inscr_type,status_notation,inscr_process,clean_text_conservative,clean_text_interpretive_word,status,material,partner_link,dating_from,dating_to,date_not_before,date_not_after,latitude,longitude,photo,raw_dating,language,comment,extra_text,extra_html
EDCS-18400238,"CIL 06, 01796d,007 = CIL 06, 32161 = EAOR-06, 00017,099a-c",Roma,Roma,[3 e]t inl(ustris) ex p(raefecto) u(rbi) adq(ue) patrici(i) // [[6]] // Apollodori,t inl ex p u adq patrici Apollodori,et inlustris ex praefecto urbi ad que patricii Apollodori,{},{},litterae erasae,t inl ex p u adq patrici Apollodori,et inlustris ex praefecto urbi ad que patricii Apollodori,litterae erasae,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N126717,371.0,450.0,371.0,450.0,41.8933203,12.4829321,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp,371 to 450,,,,
EDCS-09400359,"EMC p 183 = Zettler p 174 = AE 1975, 00411e",Venetia et Histria / Regio X,Aquileia,Cons/tantius et / Maximella / c(um) s(uis) f(ecerunt) p(edes) C,Constantius et Maximella c s f p C,Constantius et Maximella cum suis fecerunt pedes C,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},Constantius et Maximella c s f p C,Constantius et Maximella cum suis fecerunt pedes C,inscriptiones christianae;  mulieres;  nomen singulare;  tituli sepulcrales;  viri,musivum,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N076219;HD005849,401.0,450.0,401.0,450.0,45.7696144,13.3697982,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1975_00411e.jpg;$AE_1975_00411e.jpg,401 to 450,,,,
EDCS-06000912,IRT 00879 = LPE p 210,Africa proconsularis,El-Qasabat / Al-Qasabat,adom YNIMY SY SY / Bodsychun Ch/alia auo sanu,adom YNIMY SY SY Bodsychun Chalia auo sanu,adom YNIMY SY SY Bodsychun Chalia auo sanu,tituli sepulcrales,viri,{},adom YNIMY SY SY Bodsychun Chalia auo sanu,adom YNIMY SY SY Bodsychun Chalia auo sanu,tituli sepulcrales;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT0879.html;HD059726,1.0,400.0,1.0,400.0,32.5833,14.0411,,1 to 400,,Adomynim husband of Bodsychun Challia lived years (IRT),,
EDCS-34200573,"ICUR-02, 06449,04 = Carletti-2008, 00182b",Roma,Roma,Cedualdi diac(onus),Cedualdi diac,Cedualdi diaconus,"['inscriptiones christianae', 'tituli sepulcrales']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Cedualdi diac,Cedualdi diaconus,inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J14978,691.0,725.0,691.0,725.0,41.8933203,12.4829321,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Carletti-01_00182b.jpg;pp,691 to 725,,,,
EDCS-38700069,"CIL 02-13, 00059 = IHC 00156 (p 2,74)",Hispania citerior,Toledo / Toletum,[Sanctus] C(hri)st(us) I(esus) sit mi<h=K>i verum man(n)<a=E> perenne,Cst I sit miKi verum manE perenne,Sanctus Christus Iesus sit mihi verum manna perenne,inscriptiones christianae,{},{},Cst I sit miKi verum manE perenne,Sanctus Christus Iesus sit mihi verum manna perenne,inscriptiones christianae,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0129194;A371;bu_CIL%26bibl_volume=2%26bibl_subvolume=13%26bibl_insc=59,701.0,900.0,701.0,900.0,39.8561504,-4.0240173,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0016527,701 to 900,,,,
EDCS-82200095,IRT 01204,Africa proconsularis,En-Ngila,In hoc tumulo ia<c=K>et <c=K>orpus bon(a)e memori(a)e Fokio[n(?) 3] / miseri<c=K>ordia d(e)i plus minus annos L re<c=K>essit de (h)o<c=K> s(a)e<c=K>ulo [sub die me]/sis <v=B>i<c=K>e{i}sima De<c=K>embre indi<c=K>tio(ne) o<c=K>ta<v=B>a req(u)iem (a)eternam det tibi d(omi)n(u)s / et l(u)x perpetua l(u)<g=K>eat tibi ossa arida resurgetis et <v=B>i<v=B>etis et <v=B>(i)debitis ma<i=G>e/statem d(omi)n(u)i // Saba(oth) // D(ominu)s d(eu)s // Χ(ρ)ι(στό)ς,In hoc tumulo iaKet Korpus bone memorie Fokio miseriKordia di plus minus annos L reKessit de oK seKulo sis BiKeisima DeKembre indiKtio oKtaBa reqiem eternam det tibi dns et lx perpetua lKeat tibi ossa arida resurgetis et BiBetis et Bdebitis maGestatem dni Saba Ds ds Χις,In hoc tumulo iacet corpus bonae memoriae Fokion misericordia dei plus minus annos L recessit de hoc saeculo sub die mesis vicesima Decembre indictione octava requiem aeternam det tibi dominus et lux perpetua lugeat tibi ossa arida resurgetis et vivetis et videbitis maiestatem dominui Sabaoth Dominus deus Χριστός,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['nomen singulare', 'viri']",{},In hoc tumulo iaKet Korpus bone memorie Fokio miseriKordia di plus minus annos L reKessit de oK seKulo sis BiKeisima DeKembre indiKtio oKtaBa reqiem eternam det tibi dns et lx perpetua lKeat tibi ossa arida resurgetis et BiBetis et Bdebitis maGestatem dni Saba Ds ds Χις,In hoc tumulo iacet corpus bonae memoriae Fokion misericordia dei plus minus annos L recessit de hoc saeculo sub die mesis vicesima Decembre indictione octava requiem aeternam det tibi dominus et lux perpetua lugeat tibi ossa arida resurgetis et vivetis et videbitis maiestatem dominui Sabaoth Dominus deus Χριστός,inscriptiones christianae;  nomen singulare;  tituli operum;  tituli sepulcrales;  viri,lapis,,971.0,1050.0,971.0,1050.0,32.7462777,13.0316768,,971 to 1050,,crux,,
EDCS-82200098,IRT 01207,Africa proconsularis,En-Ngila,In hoc tumulo iacet corpus b(o)n(a)e / mem(o)r(ia)e Solomonine <v=B>ita(m) (a)eternam // [3]M / [3]um querunt me d(omi)n(u)s anim[am] / adsumsit me[am(?)],In hoc tumulo iacet corpus bne memre Solomonine Bita eternam M um querunt me dns anim adsumsit me,In hoc tumulo iacet corpus bonae memoriae Solomonine vitam aeternam M um querunt me dominus animam adsumsit meam,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['nomen singulare', 'viri']",{},In hoc tumulo iacet corpus bne memre Solomonine Bita eternam M um querunt me dns anim adsumsit me,In hoc tumulo iacet corpus bonae memoriae Solomonine vitam aeternam M um querunt me dominus animam adsumsit meam,inscriptiones christianae;  nomen singulare;  tituli operum;  tituli sepulcrales;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1207.html,951.0,1050.0,951.0,1050.0,32.7462777,13.0316768,,951 to 1050,,,,
EDCS-73400197,"FITrier-2018, 00206",Belgica,Trier / Augusta Treverorum,]RO[3] / [3]D [,RO D,RO D,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},RO D,RO D,inscriptiones christianae;  tituli sepulcrales,,,601.0,1500.0,601.0,1500.0,49.7596208,6.6441878,,601 to 1500,,,,
EDCS-40301242,"ICUR-07, 18203q",Roma,Roma,]aefil[3] / [3] qui vix[it 3] / [3] d(ies) V in pa[ce,aefil qui vix d V in pace,aefil qui vixit dies V in pace,"['inscriptiones christianae', 'tituli sepulcrales']",viri,{},aefil qui vix d V in pace,aefil qui vixit dies V in pace,inscriptiones christianae;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J28073,351.0,400.0,351.0,400.0,41.8933203,12.4829321,,351 to 400,,,,
EDCS-37400555,"ICUR-04, 11651c",Roma,Roma,] / qua[e 3] / diebu[s,qua diebus,quae diebus,"['inscriptiones christianae', 'tituli sepulcrales']",mulieres,{},qua diebus,quae diebus,inscriptiones christianae;  mulieres;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J40697,301.0,400.0,301.0,400.0,41.8933203,12.4829321,,301 to 400,,,,
EDCS-32803178,"ICUR-06, 15968,08 = Mossong-2022, 00114g",Roma,Roma,Rau[bo]nus pres(byter),Rau nus pres,Raubonus presbyter,"['inscriptiones christianae', 'tituli sepulcrales']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Rau nus pres,Raubonus presbyter,inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli sepulcrales;  viri,tectorium,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J41920,601.0,700.0,601.0,700.0,41.8933203,12.4829321,,601 to 700,,,,
EDCS-17202348,"CIL 06, 30188,4",Roma,Roma,]stamb[3] / [3]libru[3] / [3]crame[,stamb libru crame,stamb libru crame,tituli sepulcrales,{},{},stamb libru crame,stamb libru crame,tituli sepulcrales,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0107834;N162906;J42619,701.0,800.0,701.0,800.0,41.8933203,12.4829321,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$MC_CIL_06_30188-4.jpg;PH0009426,701 to 800,,,,
EDCS-09000725,"CIL 02-07, 00682 = HEp 1990, 00318",Baetica,Cordoba / Corduba,re]cess(it) / [in pace] sub d(ie) / [3 Augus]tas / [(a)era 3],recess sub d tas,recessit in pace sub die Augustas aera,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},recess sub d tas,recessit in pace sub die Augustas aera,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A4280;HD029348,571.0,700.0,571.0,700.0,37.8847985,-4.7763748,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=7/CILII7,0682",571 to 700,,,,
EDCS-82200092,IRT 01201,Africa proconsularis,En-Ngila,[Ann]o sexto millensimo quarientiesimo LXXXVIIII / in (h)o<c=K> tumulo iacet corpus bon(a)e memori(a)e Maria / uxor Karin<i=E> <v=B>ixit in (h)o<c=K> s(ae)c(u)lo plus minus (!) LV / requiem (a)eternam (h)abeat / et <v=B>itam (a)eternam possideat // O <v=B>os om(ne)s qui transitis <v=B>i[am et] qui [3]te / <v=B>idete si est dolor meus qualis est am[or(?)] / <v=B>ester orate pro me in diem iudicii ut sal<v=B>a am(en) a(men) // S(an)c(tu)s s(an)c(tu)s s(an)c(tu)s d(omi)n(u)s d(eu)s Sab(aoth) d(omi)n(u)s d(eu)s Sabaot(h),o sexto millensimo quarientiesimo LXXXVIIII in oK tumulo iacet corpus bone memorie Maria uxor KarinE Bixit in oK sclo plus minus LV requiem eternam abeat et Bitam eternam possideat O Bos oms qui transitis Bi qui te Bidete si est dolor meus qualis est am Bester orate pro me in diem iudicii ut salBa am a Scs scs scs dns ds Sab dns ds Sabaot,Anno sexto millensimo quarientiesimo LXXXVIIII in hoc tumulo iacet corpus bonae memoriae Maria uxor Karini vixit in hoc saeculo plus minus LV requiem aeternam habeat et vitam aeternam possideat O vos omnes qui transitis viam et qui te videte si est dolor meus qualis est amor vester orate pro me in diem iudicii ut salva amen amen Sanctus sanctus sanctus dominus deus Sabaoth dominus deus Sabaoth,"['inscriptiones christianae', 'tituli operum', 'tituli sepulcrales']","['mulieres', 'nomen singulare', 'viri']",{},o sexto millensimo quarientiesimo LXXXVIIII in oK tumulo iacet corpus bone memorie Maria uxor KarinE Bixit in oK sclo plus minus LV requiem eternam abeat et Bitam eternam possideat O Bos oms qui transitis Bi qui te Bidete si est dolor meus qualis est am Bester orate pro me in diem iudicii ut salBa am a Scs scs scs dns ds Sab dns ds Sabaot,Anno sexto millensimo quarientiesimo LXXXVIIII in hoc tumulo iacet corpus bonae memoriae Maria uxor Karini vixit in hoc saeculo plus minus LV requiem aeternam habeat et vitam aeternam possideat O vos omnes qui transitis viam et qui te videte si est dolor meus qualis est amor vester orate pro me in diem iudicii ut salva amen amen Sanctus sanctus sanctus dominus deus Sabaoth dominus deus Sabaoth,inscriptiones christianae;  mulieres;  nomen singulare;  tituli operum;  tituli sepulcrales;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1201.thml,981.0,981.0,981.0,981.0,32.7462777,13.0316768,,981 to 981,,,,
EDCS-10100197,"CILA-02-03, 00895 = ICERV 00542 = HEp 1997, 00786",Baetica,Carmona / Carmo,Leontius fa/mulus dei vi/xit annos plu/s minus L / recessit in / pace d(ie) X K(a)l(endas) / Octobres / (a)era DCXIII,Leontius famulus dei vixit annos plus minus L recessit in pace d X Kl Octobres era DCXIII,Leontius famulus dei vixit annos plus minus L recessit in pace die X Kalendas Octobres aera DCXIII,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},Leontius famulus dei vixit annos plus minus L recessit in pace d X Kl Octobres era DCXIII,Leontius famulus dei vixit annos plus minus L recessit in pace die X Kalendas Octobres aera DCXIII,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A2616;bu_CILA%26bibl_volume=2%26bibl_subvolume=3%26bibl_insc=895,576.0,576.0,576.0,576.0,37.4718722,-5.6410543,,576 to 576,,,,
EDCS-37900194,ILCV 01226 = CICMerida 00039 = ICERV 00041 (p 175),Lusitania,Merida / Emerita,Deposi/tio Hippo/liti diac(o)ni / d(ie) XIII Kal(endas) / April(es) (a)era D/XLVI,Depositio Hippoliti diacni d XIII Kal April era DXLVI,Depositio Hippoliti diaconi die XIII Kalendas Apriles aera DXLVI,"['inscriptiones christianae', 'tituli sepulcrales']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Depositio Hippoliti diacni d XIII Kal April era DXLVI,Depositio Hippoliti diaconi die XIII Kalendas Apriles aera DXLVI,inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli sepulcrales;  viri,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=A29824;ua_698/1395;bu_ILCV%26bibl_volume=%26bibl_subvolume=%26bibl_insc=1226,508.0,508.0,508.0,508.0,38.9174665,-6.3443977,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CICMerida_00039.jpg,508 to 508,,,,
EDCS-36300232,"ICUR-04, 10418b",Roma,Roma,Defun[ct 3] / <v=B>ixit an[nos,Defun Bixit annos,Defunct vixit annos,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},Defun Bixit annos,Defunct vixit annos,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J41155,401.0,500.0,401.0,500.0,41.8933203,12.4829321,,401 to 500,,,,
EDCS-22500146,"CIL 10, 07972 = CLE 00786 = ILCV 03445 = CLESardiniae 00022 = SRD 00653 = ICS-OLM, 00001",Sardinia,Posthudorra / Porto Torres / Turris Libisonis,Hic situs Silbius eccle/siae sanctae minister / expectat Christi ope / rursus sua vivere carne / et gaudia lucis no<v=B>ae / ipso dominante videre // vixit ann(os) XXXIII d(epositus) in pace Nonis / April(ibus),Hic situs Silbius ecclesiae sanctae minister expectat Christi ope rursus sua vivere carne et gaudia lucis noBae ipso dominante videre vixit ann XXXIII d in pace Nonis April,Hic situs Silbius ecclesiae sanctae minister expectat Christi ope rursus sua vivere carne et gaudia lucis novae ipso dominante videre vixit annos XXXIII depositus in pace Nonis Aprilibus,"['carmina', 'inscriptiones christianae', 'tituli sepulcrales']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Hic situs Silbius ecclesiae sanctae minister expectat Christi ope rursus sua vivere carne et gaudia lucis noBae ipso dominante videre vixit ann XXXIII d in pace Nonis April,Hic situs Silbius ecclesiae sanctae minister expectat Christi ope rursus sua vivere carne et gaudia lucis novae ipso dominante videre vixit annos XXXIII depositus in pace Nonis Aprilibus,carmina;  inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N153634;cil10_p828;m|ce|0786;bu_CIL%26bibl_volume=10%26bibl_subvolume=%26bibl_insc=7972,501.0,600.0,501.0,600.0,40.8344403,8.4031462,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ISC-OLM_00001.jpg;$CLESardiniae_00022.jpg,501 to 600,,,,
EDCS-78300405,"ICPC 00135 = Sartori-2020, 00010",Transpadana / Regio XI,Milano / Mediolanum,Walpertus subdiaconus fieri iussit // Hoc fabricavit opus Walp(er)tus amore parentum / orent ut reddat pr(ae)mia digna deus / quod Mediolano multo deferre labore / hic studuit cupiens obtinuisse suo // Vade dormitum / rebuc / carpentum / bona nocte,Walpertus subdiaconus fieri iussit Hoc fabricavit opus Walptus amore parentum orent ut reddat prmia digna deus quod Mediolano multo deferre labore hic studuit cupiens obtinuisse suo Vade dormitum rebuc carpentum bona nocte,Walpertus subdiaconus fieri iussit Hoc fabricavit opus Walpertus amore parentum orent ut reddat praemia digna deus quod Mediolano multo deferre labore hic studuit cupiens obtinuisse suo Vade dormitum rebuc carpentum bona nocte,"['inscriptiones christianae', 'tituli operum']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Walpertus subdiaconus fieri iussit Hoc fabricavit opus Walptus amore parentum orent ut reddat prmia digna deus quod Mediolano multo deferre labore hic studuit cupiens obtinuisse suo Vade dormitum rebuc carpentum bona nocte,Walpertus subdiaconus fieri iussit Hoc fabricavit opus Walpertus amore parentum orent ut reddat praemia digna deus quod Mediolano multo deferre labore hic studuit cupiens obtinuisse suo Vade dormitum rebuc carpentum bona nocte,inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli operum;  viri,lapis,,901.0,1000.0,901.0,1000.0,45.4674989,9.1903381,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Sartori-2020_00010_1.jpg;$Sartori-2020_00010_2.jpg;$Sartori-2020_00010_3.jpg;$Sartori-2020_00010_4.jpg;$ICPC_00135_1.jpg;$ICPC_00135_2.jpg,901 to 1000,,"crux, auf einer cinerarium des 2. Jahrhunderts",,
EDCS-35901028,"ICUR-03, 08790",Roma,Roma,Au(relio) Ma<r=S>cello qui vi/xit an(nos) n(umero) LXXXV et cum / uxore an(nos) XXXV in pace,Au MaScello qui vixit an n LXXXV et cum uxore an XXXV in pace,Aurelio Marcello qui vixit annos numero LXXXV et cum uxore annos XXXV in pace,"['inscriptiones christianae', 'tituli sepulcrales']","['mulieres', 'tria nomina', 'viri']",{},Au MaScello qui vixit an n LXXXV et cum uxore an XXXV in pace,Aurelio Marcello qui vixit annos numero LXXXV et cum uxore annos XXXV in pace,inscriptiones christianae;  mulieres;  tituli sepulcrales;  tria nomina;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J16657,301.0,400.0,301.0,400.0,41.8933203,12.4829321,,301 to 400,,,,
EDCS-13600409,"RIB-02-04, 02446,01 = AE 1956, 00111",Britannia,York / Eboracum,Iuli Alexandri / diam<i=Y>(sus) ad asp(ritudines),Iuli Alexandri diamY ad asp,Iuli Alexandri diamisus ad aspritudines,{},{},{},Iuli Alexandri diamY ad asp,Iuli Alexandri diamisus ad aspritudines,,lapis,http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD018012;bu_RIB%26bibl_volume=2%26bibl_subvolume=4%26bibl_insc=2446%2F1,71.0,410.0,71.0,410.0,53.9590555,-1.0815361,,71 to 410,,,,
EDCS-47700076,IKoeln 00778,Germania inferior,Koln / Colonia Claudia Ara Agrippinensium,Hic [3] / Reco[3] / fili(a)e [3] / vixit [3] / me(n)s<e=I>s [3]/m ca[,Hic Reco filie vixit mesIs m ca,Hic Reco filiae vixit menses m ca,tituli sepulcrales,mulieres,{},Hic Reco filie vixit mesIs m ca,Hic Reco filiae vixit menses m ca,mulieres;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=K519;K520,501.0,700.0,501.0,700.0,50.938361,6.959974,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$K_IKoeln_723.jpg,501 to 700,,,,
EDCS-35701051,"ICUR-04, 09373a = Mossong-2022, 00201a",Roma,Roma,Sergi(us) / pr(es)b(yter),Sergi prb,Sergius presbyter,"['inscriptiones christianae', 'tituli possessionis']","['nomen singulare', 'sacerdotes christiani', 'viri']",{},Sergi prb,Sergius presbyter,inscriptiones christianae;  nomen singulare;  sacerdotes christiani;  tituli possessionis;  viri,tectorium,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J19885,791.0,825.0,791.0,825.0,41.8933203,12.4829321,,791 to 825,,crux,,
EDCS-10301425,"ICI-07, 00097",Liguria / Regio IX,Tortona / Dertona,]RIS [3] / [3 contra v]otu[m,RIS otum,RIS contra votum,"['inscriptiones christianae', 'tituli sepulcrales']",{},{},RIS otum,RIS contra votum,inscriptiones christianae;  tituli sepulcrales,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=N107591,401.0,600.0,401.0,600.0,44.89666,8.8641282,http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ICI_07_00097.jpg,401 to 600,,,,
EDCS-30301040,"ICUR-06, 15972,4",Roma,Roma,Malal / servu(s) d(e)i,Malal servu di,Malal servus dei,"['inscriptiones christianae', 'tituli sepulcrales']","['nomen singulare', 'viri']",{},Malal servu di,Malal servus dei,inscriptiones christianae;  nomen singulare;  tituli sepulcrales;  viri,,http://db.edcs.eu/epigr/partner.php?s_language=en&param=J7417,701.0,800.0,701.0,800.0,41.8933203,12.4829321,,701 to 800,,,,
